# output_voltage_1.csv run at 2000-01-01 00:01:00 UTC on 963 nodes
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
Bus384,235.734825,-0.539643,245.449050,3.654917,241.150395,1.576556
Bus385,235.739274,-0.539662,245.455343,3.654929,240.875555,1.576840
Bus386,235.738481,-0.539648,245.452772,3.654919,241.114203,1.576595
Bus387,235.379743,-0.538582,245.857047,3.653054,242.194064,1.577168
Bus388,236.231753,-0.540472,244.726797,3.657466,239.998221,1.575697
Bus389,237.190996,-0.540540,242.890778,3.661740,238.475568,1.572954
Bus390,237.577443,-0.538916,241.668483,3.662787,238.603068,1.570719
Bus391,235.734748,-0.539643,245.448978,3.654917,241.150336,1.576556
Bus392,235.739564,-0.539667,245.456283,3.654932,240.788338,1.576929
Bus393,235.738481,-0.539648,245.452772,3.654919,241.114203,1.576595
Bus394,237.190997,-0.540540,242.890732,3.661740,238.475568,1.572954
Bus395,237.631937,-0.538688,241.495885,3.662935,238.621126,1.570404
Bus396,235.734754,-0.539644,245.448995,3.654917,241.148746,1.576558
Bus397,235.733287,-0.539642,245.447495,3.654917,241.149765,1.576556
Bus398,235.739593,-0.539668,245.456378,3.654933,240.779461,1.576938
Bus399,235.738481,-0.539648,245.452772,3.654919,241.114203,1.576595
Bus400,237.190998,-0.540540,242.890569,3.661741,238.475568,1.572954
Bus401,237.672346,-0.538519,241.367929,3.663046,238.634529,1.570171
Bus402,235.734754,-0.539644,245.448997,3.654917,241.148600,1.576558
Bus403,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus404,235.739614,-0.539668,245.456445,3.654933,240.773266,1.576944
Bus405,235.738481,-0.539648,245.452772,3.654919,241.114203,1.576595
Bus406,237.191009,-0.540540,242.889576,3.661742,238.475571,1.572954
Bus407,237.711333,-0.538355,241.244496,3.663152,238.647471,1.569946
Bus408,235.734754,-0.539644,245.448998,3.654917,241.148518,1.576558
Bus409,235.730457,-0.539639,245.444619,3.654915,241.148658,1.576556
Bus410,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus411,235.739635,-0.539669,245.456514,3.654933,240.766848,1.576951
Bus412,235.738481,-0.539648,245.452772,3.654919,241.114203,1.576595
Bus413,237.749496,-0.538196,241.123696,3.663257,238.660149,1.569726
Bus414,235.734755,-0.539644,245.448998,3.654917,241.148461,1.576558
Bus415,235.727428,-0.539635,245.441544,3.654914,241.147474,1.576556
Bus416,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus417,235.739725,-0.539670,245.456804,3.654934,240.739897,1.576979
Bus418,235.738481,-0.539648,245.452772,3.654919,241.114203,1.576595
Bus419,237.795401,-0.538004,240.978419,3.663383,238.675411,1.569461
Bus420,235.734755,-0.539644,245.448999,3.654917,241.148370,1.576558
Bus421,235.726795,-0.539634,245.440900,3.654913,241.147226,1.576556
Bus422,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus423,235.739747,-0.539671,245.456875,3.654935,240.733317,1.576985
Bus424,235.738481,-0.539648,245.452772,3.654919,241.114203,1.576595
Bus425,237.872303,-0.537683,240.735115,3.663593,238.701010,1.569018
Bus426,237.795401,-0.538004,240.978419,3.663383,238.675411,1.569461
Bus427,235.734756,-0.539644,245.449003,3.654917,241.148065,1.576559
Bus428,235.726633,-0.539634,245.440736,3.654913,241.147163,1.576556
Bus429,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus430,235.739768,-0.539671,245.456943,3.654935,240.727040,1.576992
Bus431,235.738481,-0.539648,245.452772,3.654919,241.114203,1.576595
Bus432,238.131867,-0.536600,239.914549,3.664308,238.787700,1.567523
Bus433,237.872303,-0.537683,240.735115,3.663593,238.701010,1.569018
Bus434,235.734757,-0.539644,245.449006,3.654918,241.147726,1.576559
Bus435,235.726548,-0.539634,245.440650,3.654913,241.147130,1.576556
Bus436,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus437,235.739788,-0.539672,245.457010,3.654935,240.720797,1.576998
Bus438,235.738481,-0.539648,245.452772,3.654919,241.114203,1.576595
Bus439,238.499469,-0.535074,238.754154,3.665327,238.911224,1.565410
Bus440,238.131867,-0.536600,239.914549,3.664308,238.787700,1.567523
Bus441,235.734758,-0.539644,245.449008,3.654918,241.147535,1.576559
Bus442,235.726478,-0.539634,245.440578,3.654913,241.147102,1.576556
Bus443,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus444,235.739812,-0.539672,245.457087,3.654936,240.713635,1.577006
Bus445,235.738481,-0.539648,245.452772,3.654919,241.114203,1.576595
Bus446,238.763586,-0.533981,237.921658,3.666064,239.000516,1.563896
Bus447,238.499469,-0.535074,238.754154,3.665327,238.911224,1.565410
Bus448,235.734758,-0.539644,245.449010,3.654918,241.147356,1.576559
Bus449,235.726421,-0.539634,245.440520,3.654913,241.147080,1.576556
Bus450,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus451,235.739894,-0.539673,245.457354,3.654937,240.688903,1.577031
Bus452,235.738481,-0.539648,245.452772,3.654919,241.114203,1.576595
Bus453,238.843775,-0.533650,237.669105,3.666289,239.027716,1.563437
Bus454,238.763586,-0.533981,237.921658,3.666064,239.000516,1.563896
Bus455,235.734759,-0.539644,245.449012,3.654918,241.147185,1.576560
Bus456,235.726333,-0.539634,245.440432,3.654913,241.147046,1.576556
Bus457,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus458,235.740295,-0.539681,245.458652,3.654941,240.568381,1.577155
Bus459,235.738481,-0.539648,245.452772,3.654919,241.114203,1.576595
Bus460,239.082131,-0.532673,236.921652,3.666958,239.108217,1.562077
Bus461,238.843775,-0.533650,237.669105,3.666289,239.027716,1.563437
Bus462,238.842945,-0.533649,237.669107,3.666289,239.027725,1.563437
Bus463,235.734760,-0.539644,245.449015,3.654918,241.146904,1.576560
Bus464,235.726255,-0.539634,245.440352,3.654913,241.147015,1.576556
Bus465,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus466,235.738481,-0.539648,245.452772,3.654919,241.114203,1.576595
Bus467,239.347223,-0.531589,236.091322,3.667707,239.198176,1.560567
Bus468,239.082131,-0.532673,236.921652,3.666958,239.108217,1.562077
Bus469,239.082131,-0.532673,236.921652,3.666958,239.108217,1.562077
Bus470,238.842824,-0.533649,237.669107,3.666289,239.027726,1.563437
Bus471,235.734760,-0.539644,245.449017,3.654918,241.146708,1.576560
Bus472,235.726180,-0.539634,245.440276,3.654913,241.146986,1.576556
Bus473,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus474,235.738481,-0.539648,245.452772,3.654919,241.114203,1.576595
Bus475,239.444436,-0.531192,235.787082,3.667983,239.231277,1.560014
Bus476,239.347223,-0.531589,236.091322,3.667707,239.198176,1.560567
Bus477,238.842758,-0.533649,237.669107,3.666289,239.027727,1.563437
Bus478,235.734761,-0.539644,245.449019,3.654918,241.146571,1.576560
Bus479,235.726096,-0.539634,245.440191,3.654913,241.146953,1.576556
Bus480,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus481,235.738481,-0.539648,245.452772,3.654919,241.114203,1.576595
Bus482,239.651957,-0.530356,235.143315,3.668572,239.300978,1.558843
Bus483,239.444436,-0.531192,235.787082,3.667983,239.231277,1.560014
Bus484,239.439150,-0.531187,235.787097,3.667983,239.231335,1.560015
Bus485,238.842713,-0.533649,237.669108,3.666289,239.027727,1.563437
Bus486,235.734761,-0.539644,245.449019,3.654918,241.146505,1.576560
Bus487,235.726007,-0.539633,245.440100,3.654913,241.146918,1.576556
Bus488,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus489,235.738481,-0.539648,245.452772,3.654919,241.114203,1.576595
Bus490,239.949676,-0.529160,234.220790,3.669422,239.401449,1.557165
Bus491,239.651957,-0.530356,235.143315,3.668572,239.300978,1.558843
Bus492,239.438997,-0.531187,235.787097,3.667983,239.231337,1.560015
Bus493,239.438134,-0.531186,235.787100,3.667983,239.231346,1.560015
Bus494,238.842645,-0.533649,237.669108,3.666289,239.027728,1.563437
Bus495,235.734761,-0.539644,245.449020,3.654918,241.146464,1.576560
Bus496,235.725812,-0.539633,245.439903,3.654913,241.146842,1.576556
Bus497,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus498,235.738481,-0.539648,245.452772,3.654919,241.114203,1.576595
Bus499,240.131532,-0.528432,233.657887,3.669944,239.463094,1.556142
Bus500,239.949676,-0.529160,234.220790,3.669422,239.401449,1.557165
Bus501,239.438933,-0.531187,235.787097,3.667983,239.231337,1.560015
Bus502,239.437483,-0.531185,235.787102,3.667983,239.231353,1.560015
Bus503,238.842542,-0.533649,237.669108,3.666289,239.027729,1.563437
Bus504,235.734761,-0.539644,245.449020,3.654918,241.146436,1.576560
Bus505,235.721400,-0.539628,245.435422,3.654911,241.145117,1.576556
Bus506,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus507,235.738481,-0.539648,245.452772,3.654919,241.114203,1.576595
Bus508,240.162862,-0.528306,233.560956,3.670034,239.473735,1.555966
Bus509,240.131532,-0.528432,233.657887,3.669944,239.463094,1.556142
Bus510,239.438895,-0.531187,235.787097,3.667983,239.231338,1.560015
Bus511,238.842468,-0.533649,237.669108,3.666289,239.027730,1.563437
Bus512,235.734761,-0.539644,245.449021,3.654918,241.146397,1.576560
Bus513,235.721410,-0.539628,245.434500,3.654912,241.145119,1.576556
Bus514,235.720689,-0.539628,245.434831,3.654910,241.144843,1.576556
Bus515,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus516,240.248083,-0.527969,233.299547,3.670278,239.502224,1.555490
Bus517,240.162862,-0.528306,233.560956,3.670034,239.473735,1.555966
Bus518,240.160342,-0.528304,233.560963,3.670033,239.473762,1.555966
Bus519,239.438860,-0.531187,235.787098,3.667983,239.231338,1.560015
Bus520,238.842418,-0.533649,237.669108,3.666289,239.027730,1.563437
Bus521,235.734761,-0.539644,245.449021,3.654918,241.146367,1.576560
Bus522,235.721419,-0.539628,245.433687,3.654912,241.145121,1.576556
Bus523,235.720306,-0.539627,245.434512,3.654910,241.144695,1.576556
Bus524,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus525,240.310832,-0.527721,233.107127,3.670459,239.523230,1.555140
Bus526,240.248083,-0.527969,233.299547,3.670278,239.502224,1.555490
Bus527,240.158852,-0.528302,233.560967,3.670033,239.473778,1.555966
Bus528,239.438829,-0.531187,235.787098,3.667983,239.231338,1.560015
Bus529,238.842379,-0.533649,237.669108,3.666289,239.027731,1.563437
Bus530,235.734762,-0.539644,245.449023,3.654918,241.146153,1.576561
Bus531,235.720249,-0.539627,245.434464,3.654910,241.144673,1.576556
Bus532,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus533,240.396290,-0.527384,232.845160,3.670705,239.551877,1.554663
Bus534,240.310832,-0.527721,233.107127,3.670459,239.523230,1.555140
Bus535,240.157672,-0.528301,233.560971,3.670033,239.473791,1.555966
Bus536,239.438796,-0.531187,235.787098,3.667983,239.231339,1.560015
Bus537,238.842252,-0.533649,237.669109,3.666289,239.027732,1.563437
Bus538,235.734763,-0.539644,245.449026,3.654918,241.145886,1.576561
Bus539,235.734767,-0.539644,245.449038,3.654918,241.144741,1.576562
Bus540,235.720205,-0.539627,245.434428,3.654910,241.144656,1.576556
Bus541,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus542,240.456781,-0.527145,232.659786,3.670880,239.572182,1.554326
Bus543,240.396290,-0.527384,232.845160,3.670705,239.551877,1.554663
Bus544,240.157184,-0.528301,233.560972,3.670033,239.473796,1.555966
Bus545,239.438699,-0.531186,235.787098,3.667983,239.231340,1.560015
Bus546,238.841226,-0.533647,237.669112,3.666289,239.027743,1.563437
Bus547,235.734764,-0.539644,245.449029,3.654918,241.145591,1.576561
Bus548,235.720164,-0.539627,245.434394,3.654910,241.144640,1.576556
Bus549,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus550,240.626021,-0.526479,232.141417,3.671369,239.629112,1.553383
Bus551,240.456781,-0.527145,232.659786,3.670880,239.572182,1.554326
Bus552,240.157108,-0.528300,233.560972,3.670033,239.473797,1.555966
Bus553,240.156166,-0.528299,233.560975,3.670033,239.473807,1.555966
Bus554,239.438601,-0.531186,235.787098,3.667983,239.231341,1.560015
Bus555,238.841175,-0.533647,237.669112,3.666289,239.027744,1.563437
Bus556,235.734767,-0.539644,245.449038,3.654918,241.144792,1.576562
Bus557,235.720120,-0.539627,245.434357,3.654910,241.144623,1.576556
Bus558,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus559,240.748633,-0.525996,231.766101,3.671725,239.670467,1.552700
Bus560,240.626021,-0.526479,232.141417,3.671369,239.629112,1.553383
Bus561,240.157080,-0.528300,233.560972,3.670033,239.473797,1.555966
Bus562,240.155395,-0.528299,233.560977,3.670033,239.473816,1.555966
Bus563,239.437682,-0.531185,235.787101,3.667983,239.231351,1.560015
Bus564,238.841135,-0.533647,237.669112,3.666289,239.027744,1.563437
Bus565,235.720082,-0.539627,245.434325,3.654910,241.144608,1.576556
Bus566,235.732583,-0.539641,245.446779,3.654916,241.149490,1.576556
Bus567,240.775763,-0.525890,231.683084,3.671804,239.679630,1.552549
Bus568,240.748633,-0.525996,231.766101,3.671725,239.670467,1.552700
Bus569,240.748655,-0.525996,231.764116,3.671728,239.670473,1.552700
Bus570,240.157039,-0.528300,233.560972,3.670033,239.473798,1.555966
Bus571,238.841089,-0.533647,237.669112,3.666289,239.027745,1.563437
Bus572,235.720042,-0.539627,245.434292,3.654910,241.144593,1.576556
Bus573,240.782187,-0.525865,231.663428,3.671823,239.681800,1.552514
Bus574,240.775763,-0.525890,231.683084,3.671804,239.679630,1.552549
Bus575,240.748658,-0.525996,231.763865,3.671728,239.670474,1.552700
Bus576,240.157014,-0.528300,233.560973,3.670033,239.473798,1.555966
Bus577,238.841049,-0.533647,237.669112,3.666289,239.027745,1.563437
Bus578,235.719839,-0.539627,245.434123,3.654910,241.144515,1.576556
Bus579,240.956400,-0.525181,231.130575,3.672331,239.740757,1.551545
Bus580,240.782187,-0.525865,231.663428,3.671823,239.681800,1.552514
Bus581,240.782187,-0.525865,231.663428,3.671823,239.681800,1.552514
Bus582,240.748660,-0.525996,231.763680,3.671728,239.670475,1.552700
Bus583,240.156983,-0.528300,233.560973,3.670033,239.473798,1.555966
Bus584,238.841002,-0.533647,237.669112,3.666289,239.027746,1.563437
Bus585,235.719846,-0.539627,245.433455,3.654910,241.144517,1.576556
Bus586,235.719382,-0.539626,245.433809,3.654909,241.144341,1.576556
Bus587,241.078559,-0.524703,230.757181,3.672688,239.782209,1.550867
Bus588,240.956400,-0.525181,231.130575,3.672331,239.740757,1.551545
Bus589,240.782187,-0.525865,231.663428,3.671823,239.681800,1.552514
Bus590,240.748661,-0.525996,231.763500,3.671728,239.670475,1.552700
Bus591,240.156957,-0.528300,233.560973,3.670033,239.473799,1.555966
Bus592,238.840954,-0.533647,237.669113,3.666289,239.027746,1.563437
Bus593,235.719846,-0.539627,245.433416,3.654910,241.144517,1.576556
Bus594,235.717199,-0.539625,245.432309,3.654908,241.143509,1.576557
Bus595,241.323385,-0.523743,230.008747,3.673406,239.866711,1.549507
Bus596,241.078571,-0.524703,230.757225,3.672688,239.782077,1.550867
Bus597,240.782187,-0.525865,231.663428,3.671823,239.681800,1.552514
Bus598,240.748680,-0.525996,231.761807,3.671730,239.670481,1.552700
Bus599,240.156783,-0.528300,233.560973,3.670033,239.473801,1.555966
Bus600,238.840897,-0.533647,237.669113,3.666289,239.027747,1.563437
Bus601,235.719846,-0.539627,245.433397,3.654910,241.144517,1.576556
Bus602,235.717208,-0.539625,245.432336,3.654908,241.140964,1.576560
Bus603,235.714573,-0.539622,245.430356,3.654906,241.143100,1.576558
Bus604,241.541904,-0.522889,229.341405,3.674050,239.942441,1.548295
Bus605,241.323385,-0.523743,230.008747,3.673406,239.866711,1.549507
Bus606,241.323385,-0.523743,230.008747,3.673406,239.866711,1.549507
Bus607,241.078580,-0.524703,230.757263,3.672688,239.778762,1.550870
Bus608,241.078571,-0.524703,230.757225,3.672688,239.782077,1.550867
Bus609,240.782187,-0.525865,231.663428,3.671823,239.681800,1.552514
Bus610,240.748688,-0.525996,231.761019,3.671731,239.670484,1.552700
Bus611,240.155502,-0.528299,233.560977,3.670033,239.473814,1.555966
Bus612,238.840861,-0.533647,237.669113,3.666289,239.027747,1.563437
Bus613,235.719847,-0.539627,245.433380,3.654910,241.144517,1.576556
Bus614,235.717212,-0.539625,245.432351,3.654908,241.139621,1.576561
Bus615,235.712057,-0.539619,245.428485,3.654903,241.142708,1.576558
Bus616,241.541904,-0.522889,228.535557,3.674937,239.942441,1.548295
Bus617,241.541904,-0.522889,229.341405,3.674050,239.942441,1.548295
Bus618,241.541904,-0.522889,229.341405,3.674050,239.942441,1.548295
Bus619,241.078582,-0.524703,230.757271,3.672689,239.777982,1.550871
Bus620,240.782187,-0.525865,231.663428,3.671823,239.681800,1.552514
Bus621,240.748692,-0.525996,231.760649,3.671731,239.670485,1.552700
Bus622,238.840706,-0.533647,237.669113,3.666289,239.027749,1.563437
Bus623,235.719847,-0.539627,245.433367,3.654910,241.144517,1.576556
Bus624,235.712061,-0.539619,245.428072,3.654904,241.142709,1.576558
Bus625,235.711302,-0.539619,245.428098,3.654903,241.142585,1.576559
Bus626,241.541904,-0.522889,227.438098,3.676156,239.942441,1.548295
Bus627,240.782187,-0.525865,231.663428,3.671823,239.681800,1.552514
Bus628,240.748695,-0.525996,231.760403,3.671732,239.670486,1.552700
Bus629,238.840053,-0.533646,237.669115,3.666289,239.027756,1.563437
Bus630,235.719847,-0.539627,245.433346,3.654910,241.144517,1.576556
Bus631,235.712062,-0.539619,245.427970,3.654904,241.142709,1.576558
Bus632,235.711128,-0.539618,245.428010,3.654902,241.142556,1.576559
Bus633,241.541904,-0.522889,227.116265,3.676515,239.942441,1.548295
Bus634,240.782187,-0.525865,231.663428,3.671823,239.681800,1.552514
Bus635,240.748699,-0.525996,231.760026,3.671732,239.670487,1.552700
Bus636,235.719848,-0.539627,245.433297,3.654911,241.144517,1.576556
Bus637,235.712063,-0.539619,245.427901,3.654904,241.142709,1.576558
Bus638,235.711042,-0.539618,245.427965,3.654902,241.142542,1.576559
Bus639,241.541904,-0.522889,226.051270,3.677712,239.942441,1.548295
Bus640,240.782187,-0.525865,231.663428,3.671823,239.681800,1.552514
Bus641,240.748707,-0.525996,231.759289,3.671733,239.670490,1.552700
Bus642,235.719848,-0.539627,245.433263,3.654911,241.144517,1.576556
Bus643,235.712064,-0.539619,245.427804,3.654904,241.142709,1.576558
Bus644,235.710947,-0.539618,245.427917,3.654902,241.142527,1.576559
Bus645,240.782187,-0.525865,231.663428,3.671823,239.681800,1.552514
Bus646,240.748709,-0.525996,231.759086,3.671733,239.670490,1.552700
Bus647,235.719848,-0.539627,245.433219,3.654911,241.144517,1.576556
Bus648,235.712067,-0.539619,245.427575,3.654904,241.142710,1.576558
Bus649,235.710838,-0.539618,245.427861,3.654902,241.142509,1.576559
Bus650,240.782187,-0.525865,231.663428,3.671823,239.681800,1.552514
Bus651,240.748710,-0.525996,231.759027,3.671733,239.670490,1.552700
Bus652,235.719849,-0.539627,245.433193,3.654911,241.144517,1.576556
Bus653,235.712069,-0.539619,245.427401,3.654904,241.142711,1.576558
Bus654,235.710728,-0.539618,245.427804,3.654902,241.142491,1.576559
Bus655,240.782187,-0.525865,231.663428,3.671823,239.681800,1.552514
Bus656,240.748710,-0.525996,231.759004,3.671733,239.670490,1.552700
Bus657,240.748712,-0.525996,231.758877,3.671733,239.670491,1.552700
Bus658,235.719849,-0.539627,245.433169,3.654911,241.144517,1.576556
Bus659,235.712070,-0.539619,245.427279,3.654905,241.142711,1.576558
Bus660,235.710605,-0.539618,245.427742,3.654902,241.142471,1.576559
Bus661,240.782187,-0.525865,231.663428,3.671823,239.681800,1.552514
Bus662,240.748711,-0.525996,231.758982,3.671733,239.670491,1.552700
Bus663,240.748714,-0.525996,231.758679,3.671733,239.670492,1.552700
Bus664,235.719849,-0.539627,245.433128,3.654911,241.144517,1.576556
Bus665,235.712071,-0.539619,245.427151,3.654905,241.142711,1.576558
Bus666,235.710427,-0.539618,245.427650,3.654902,241.142442,1.576559
Bus667,240.782187,-0.525865,231.663428,3.671823,239.681800,1.552514
Bus668,240.748711,-0.525996,231.758960,3.671733,239.670491,1.552700
Bus669,240.748723,-0.525996,231.757858,3.671734,239.670494,1.552700
Bus670,235.719850,-0.539627,245.433089,3.654911,241.144518,1.576556
Bus671,235.712072,-0.539619,245.427046,3.654905,241.142712,1.576558
Bus672,235.710033,-0.539617,245.427652,3.654902,241.142447,1.576559
Bus673,235.710232,-0.539618,245.427372,3.654902,241.142261,1.576559
Bus674,240.782187,-0.525865,231.663428,3.671823,239.681800,1.552514
Bus675,240.748712,-0.525996,231.758799,3.671733,239.670491,1.552700
Bus676,240.748726,-0.525996,231.757510,3.671735,239.670495,1.552700
Bus677,235.719850,-0.539627,245.433070,3.654911,241.144518,1.576556
Bus678,235.712074,-0.539619,245.426872,3.654905,241.142712,1.576558
Bus679,235.709796,-0.539617,245.427652,3.654902,241.142449,1.576559
Bus680,235.708993,-0.539617,245.425607,3.654902,241.141116,1.576559
Bus681,240.782187,-0.525865,231.663428,3.671823,239.681800,1.552514
Bus682,240.748725,-0.525996,231.757628,3.671734,239.670495,1.552700
Bus683,235.719850,-0.539627,245.433049,3.654911,241.144518,1.576556
Bus684,235.712080,-0.539619,245.426310,3.654906,241.142714,1.576558
Bus685,235.709576,-0.539617,245.427653,3.654902,241.142452,1.576559
Bus686,235.708106,-0.539616,245.424344,3.654902,241.140296,1.576558
Bus687,235.719850,-0.539627,245.433030,3.654911,241.144518,1.576556
Bus688,235.712095,-0.539619,245.424997,3.654907,241.142717,1.576558
Bus689,235.709362,-0.539617,245.427654,3.654902,241.142454,1.576559
Bus690,235.708119,-0.539616,245.424389,3.654903,241.136178,1.576563
Bus691,235.705318,-0.539609,245.419951,3.654900,241.140297,1.576556
Bus692,235.719851,-0.539627,245.433006,3.654911,241.144518,1.576556
Bus693,235.709201,-0.539617,245.427654,3.654902,241.142456,1.576559
Bus694,235.708120,-0.539616,245.424391,3.654903,241.135974,1.576563
Bus695,235.708121,-0.539616,245.424394,3.654903,241.135672,1.576563
Bus696,235.705339,-0.539609,245.417965,3.654902,241.140303,1.576556
Bus697,235.704669,-0.539608,245.419239,3.654900,241.140279,1.576556
Bus698,235.719851,-0.539627,245.432968,3.654911,241.144518,1.576556
Bus699,235.708945,-0.539616,245.427655,3.654902,241.142459,1.576559
Bus700,235.708120,-0.539616,245.424392,3.654903,241.135910,1.576563
Bus701,235.708124,-0.539616,245.424405,3.654903,241.134641,1.576564
Bus702,235.705352,-0.539609,245.416814,3.654903,241.140306,1.576556
Bus703,235.703493,-0.539605,245.417955,3.654899,241.140239,1.576555
Bus704,235.719852,-0.539627,245.432864,3.654911,241.144518,1.576556
Bus705,235.708514,-0.539616,245.427656,3.654902,241.142464,1.576560
Bus706,235.708120,-0.539616,245.424392,3.654903,241.135869,1.576563
Bus707,235.700391,-0.539599,245.414567,3.654897,241.140131,1.576555
Bus708,235.703493,-0.539605,245.417955,3.654899,241.140239,1.576555
Bus709,235.719854,-0.539627,245.432725,3.654911,241.144519,1.576556
Bus710,235.705286,-0.539612,245.427665,3.654901,241.142500,1.576560
Bus711,235.708120,-0.539616,245.424392,3.654903,241.135844,1.576563
Bus712,235.699499,-0.539594,245.410284,3.654900,241.139062,1.576551
Bus713,235.698370,-0.539597,245.414573,3.654897,241.140154,1.576555
Bus714,235.703493,-0.539605,245.417955,3.654899,241.140239,1.576555
Bus715,235.719854,-0.539627,245.432712,3.654911,241.144519,1.576556
Bus716,235.702638,-0.539610,245.427673,3.654901,241.142529,1.576560
Bus717,235.708121,-0.539616,245.424393,3.654903,241.135819,1.576563
Bus718,235.698578,-0.539588,245.405864,3.654903,241.137959,1.576547
Bus719,235.698153,-0.539596,245.414573,3.654897,241.140156,1.576555
Bus720,235.703493,-0.539605,245.417955,3.654899,241.140239,1.576555
Bus721,235.719854,-0.539627,245.432702,3.654911,241.144519,1.576556
Bus722,235.701799,-0.539609,245.427676,3.654901,241.142538,1.576560
Bus723,235.708121,-0.539616,245.424393,3.654903,241.135797,1.576563
Bus724,235.697793,-0.539588,245.405213,3.654903,241.137386,1.576548
Bus725,235.698630,-0.539588,245.401082,3.654908,241.137972,1.576547
Bus726,235.698071,-0.539596,245.414573,3.654897,241.140157,1.576555
Bus727,235.703493,-0.539605,245.417955,3.654899,241.140239,1.576555
Bus728,235.719854,-0.539627,245.432692,3.654911,241.144519,1.576556
Bus729,235.701035,-0.539608,245.427678,3.654901,241.142547,1.576560
Bus730,235.708121,-0.539616,245.424393,3.654903,241.135772,1.576563
Bus731,235.696727,-0.539587,245.404327,3.654904,241.136606,1.576549
Bus732,235.698637,-0.539588,245.400441,3.654909,241.137974,1.576547
Bus733,235.697983,-0.539596,245.414574,3.654897,241.140158,1.576555
Bus734,235.703493,-0.539605,245.417955,3.654899,241.140239,1.576555
Bus735,235.719854,-0.539627,245.432681,3.654911,241.144519,1.576556
Bus736,235.700619,-0.539608,245.427679,3.654901,241.142552,1.576560
Bus737,235.708121,-0.539616,245.424393,3.654903,241.135751,1.576563
Bus738,235.695479,-0.539586,245.403291,3.654904,241.135693,1.576549
Bus739,235.698640,-0.539588,245.400104,3.654909,241.137975,1.576547
Bus740,235.697911,-0.539596,245.414574,3.654897,241.140159,1.576555
Bus741,235.703493,-0.539605,245.417955,3.654899,241.140239,1.576555
Bus742,235.719854,-0.539627,245.432671,3.654911,241.144519,1.576556
Bus743,235.700287,-0.539607,245.427680,3.654901,241.142555,1.576560
Bus744,235.708121,-0.539616,245.424394,3.654903,241.135727,1.576563
Bus745,235.694477,-0.539585,245.402459,3.654904,241.134960,1.576550
Bus746,235.698651,-0.539588,245.399157,3.654910,241.137978,1.576547
Bus747,235.698641,-0.539588,245.400072,3.654909,241.137975,1.576547
Bus748,235.697825,-0.539596,245.414574,3.654897,241.140160,1.576555
Bus749,235.703493,-0.539605,245.417955,3.654899,241.140239,1.576555
Bus750,235.719854,-0.539627,245.432661,3.654911,241.144519,1.576556
Bus751,235.700004,-0.539607,245.427681,3.654901,241.142558,1.576560
Bus752,235.708121,-0.539616,245.424394,3.654903,241.135701,1.576563
Bus753,235.694048,-0.539584,245.401978,3.654903,241.135215,1.576550
Bus754,235.694487,-0.539585,245.402489,3.654904,241.132170,1.576553
Bus755,235.698659,-0.539588,245.398387,3.654911,241.137980,1.576547
Bus756,235.698641,-0.539588,245.400050,3.654909,241.137975,1.576547
Bus757,235.697741,-0.539596,245.414574,3.654897,241.140161,1.576555
Bus758,235.703493,-0.539605,245.417955,3.654899,241.140239,1.576555
Bus759,235.719855,-0.539627,245.432648,3.654911,241.144519,1.576556
Bus760,235.699671,-0.539607,245.427682,3.654901,241.142562,1.576560
Bus761,235.708121,-0.539616,245.424395,3.654903,241.135654,1.576563
Bus762,235.693457,-0.539582,245.401315,3.654903,241.135566,1.576550
Bus763,235.694494,-0.539585,245.402514,3.654904,241.129838,1.576555
Bus764,235.698641,-0.539588,245.400030,3.654909,241.137975,1.576547
Bus765,235.697626,-0.539596,245.414575,3.654897,241.140162,1.576555
Bus766,235.703493,-0.539605,245.417955,3.654899,241.140239,1.576555
Bus767,235.719855,-0.539627,245.432632,3.654911,241.144519,1.576556
Bus768,235.699368,-0.539606,245.427683,3.654901,241.142565,1.576560
Bus769,235.708122,-0.539616,245.424398,3.654903,241.135298,1.576564
