# output_voltage_1.csv run at 2000-01-01 00:01:00 UTC on 966 nodes
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
Bus384,244.878326,-0.562418,247.987603,3.654902,237.644513,1.555127
Bus385,244.882619,-0.562436,247.993961,3.654913,237.365661,1.555419
Bus386,244.881809,-0.562422,247.991301,3.654904,237.607849,1.555167
Bus387,244.455686,-0.560128,248.253849,3.653671,238.787823,1.556487
Bus388,245.442495,-0.565138,247.440111,3.656447,236.318614,1.553126
Bus389,246.530949,-0.568976,245.915942,3.658444,234.575078,1.547783
Bus390,246.968841,-0.569114,244.806017,3.658208,234.711401,1.544095
Bus391,244.878253,-0.562418,247.987532,3.654902,237.644452,1.555127
Bus392,244.882915,-0.562441,247.994933,3.654917,237.277152,1.555511
Bus393,244.881809,-0.562422,247.991301,3.654904,237.607849,1.555167
Bus394,246.530950,-0.568976,245.915896,3.658444,234.575079,1.547783
Bus395,247.030533,-0.569134,244.649234,3.658175,234.730863,1.543576
Bus396,244.878259,-0.562418,247.987550,3.654902,237.642839,1.555129
Bus397,244.876861,-0.562416,247.986058,3.654902,237.643847,1.555127
Bus398,244.882945,-0.562441,247.995032,3.654917,237.268143,1.555520
Bus399,244.881809,-0.562422,247.991301,3.654904,237.607849,1.555167
Bus400,246.530952,-0.568976,245.915736,3.658444,234.575079,1.547783
Bus401,247.076269,-0.569148,244.532998,3.658151,234.745332,1.543191
Bus402,244.878259,-0.562418,247.987552,3.654902,237.642691,1.555129
Bus403,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus404,244.882966,-0.562442,247.995101,3.654917,237.261856,1.555527
Bus405,244.881809,-0.562422,247.991301,3.654904,237.607849,1.555167
Bus406,246.530962,-0.568976,245.914755,3.658445,234.575082,1.547783
Bus407,247.120390,-0.569162,244.420870,3.658127,234.759323,1.542820
Bus408,244.878259,-0.562418,247.987553,3.654902,237.642607,1.555129
Bus409,244.874164,-0.562413,247.983202,3.654900,237.642674,1.555127
Bus410,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus411,244.882987,-0.562442,247.995173,3.654918,237.255343,1.555534
Bus412,244.881809,-0.562422,247.991301,3.654904,237.607849,1.555167
Bus413,247.163571,-0.569176,244.311131,3.658104,234.773047,1.542457
Bus414,244.878260,-0.562418,247.987553,3.654902,237.642550,1.555129
Bus415,244.871279,-0.562410,247.980146,3.654899,237.641419,1.555127
Bus416,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus417,244.883079,-0.562444,247.995473,3.654919,237.227993,1.555562
Bus418,244.881809,-0.562422,247.991301,3.654904,237.607849,1.555167
Bus419,247.215502,-0.569192,244.179154,3.658076,234.789593,1.542020
Bus420,244.878260,-0.562418,247.987554,3.654902,237.642457,1.555129
Bus421,244.870675,-0.562409,247.979507,3.654899,237.641157,1.555126
Bus422,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus423,244.883101,-0.562444,247.995547,3.654919,237.221315,1.555569
Bus424,244.881809,-0.562422,247.991301,3.654904,237.607849,1.555167
Bus425,247.302478,-0.569219,243.958116,3.658029,234.817406,1.541289
Bus426,247.215502,-0.569192,244.179154,3.658076,234.789593,1.542020
Bus427,244.878261,-0.562418,247.987558,3.654902,237.642147,1.555129
Bus428,244.870521,-0.562409,247.979344,3.654899,237.641090,1.555126
Bus429,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus430,244.883123,-0.562444,247.995617,3.654919,237.214944,1.555576
Bus431,244.881809,-0.562422,247.991301,3.654904,237.607849,1.555167
Bus432,247.595841,-0.569312,243.212575,3.657871,234.912142,1.538823
Bus433,247.302478,-0.569219,243.958116,3.658029,234.817406,1.541289
Bus434,244.878262,-0.562418,247.987561,3.654902,237.641803,1.555130
Bus435,244.870440,-0.562409,247.979258,3.654899,237.641054,1.555126
Bus436,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus437,244.883144,-0.562445,247.995686,3.654919,237.208609,1.555582
Bus438,244.881809,-0.562422,247.991301,3.654904,237.607849,1.555167
Bus439,248.010778,-0.569442,242.158095,3.657646,235.048572,1.535339
Bus440,247.595841,-0.569312,243.212575,3.657871,234.912142,1.538823
Bus441,244.878263,-0.562418,247.987564,3.654902,237.641610,1.555130
Bus442,244.870373,-0.562409,247.979187,3.654899,237.641025,1.555126
Bus443,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus444,244.883168,-0.562445,247.995766,3.654920,237.201341,1.555590
Bus445,244.881809,-0.562422,247.991301,3.654904,237.607849,1.555167
Bus446,248.308521,-0.569535,241.401453,3.657483,235.148225,1.532841
Bus447,248.010778,-0.569442,242.158095,3.657646,235.048572,1.535339
Bus448,244.878263,-0.562418,247.987566,3.654902,237.641428,1.555130
Bus449,244.870319,-0.562409,247.979129,3.654899,237.641002,1.555126
Bus450,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus451,244.883252,-0.562447,247.996042,3.654921,237.176242,1.555616
Bus452,244.881809,-0.562422,247.991301,3.654904,237.607849,1.555167
Bus453,248.398856,-0.569563,241.171889,3.657433,235.178749,1.532084
Bus454,248.308521,-0.569535,241.401453,3.657483,235.148225,1.532841
Bus455,244.878264,-0.562418,247.987567,3.654902,237.641254,1.555130
Bus456,244.870236,-0.562409,247.979042,3.654899,237.640966,1.555126
Bus457,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus458,244.883661,-0.562454,247.997385,3.654926,237.053933,1.555743
Bus459,244.881809,-0.562422,247.991301,3.654904,237.607849,1.555167
Bus460,248.667055,-0.569647,240.492421,3.657287,235.269596,1.529843
Bus461,248.398856,-0.569563,241.171889,3.657433,235.178749,1.532084
Bus462,248.398058,-0.569562,241.171891,3.657433,235.178758,1.532084
Bus463,244.878265,-0.562418,247.987571,3.654902,237.640969,1.555131
Bus464,244.870161,-0.562409,247.978962,3.654899,237.640933,1.555126
Bus465,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus466,244.881809,-0.562422,247.991301,3.654904,237.607849,1.555167
Bus467,248.965038,-0.569740,239.737505,3.657124,235.371916,1.527355
Bus468,248.667055,-0.569647,240.492421,3.657287,235.269596,1.529843
Bus469,248.667055,-0.569647,240.492421,3.657287,235.269596,1.529843
Bus470,248.397942,-0.569562,241.171891,3.657433,235.178759,1.532084
Bus471,244.878265,-0.562418,247.987573,3.654902,237.640771,1.555131
Bus472,244.870090,-0.562409,247.978887,3.654899,237.640902,1.555126
Bus473,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus474,244.881809,-0.562422,247.991301,3.654904,237.607849,1.555167
Bus475,249.074235,-0.569774,239.460869,3.657064,235.409776,1.526444
Bus476,248.965038,-0.569740,239.737505,3.657124,235.371916,1.527355
Bus477,248.397878,-0.569562,241.171891,3.657433,235.178760,1.532084
Bus478,244.878266,-0.562418,247.987574,3.654902,237.640632,1.555131
Bus479,244.870009,-0.562408,247.978802,3.654899,237.640867,1.555126
Bus480,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus481,244.881809,-0.562422,247.991301,3.654904,237.607849,1.555167
Bus482,249.306919,-0.569848,238.875472,3.656940,235.489966,1.524515
Bus483,249.074235,-0.569774,239.460869,3.657064,235.409776,1.526444
Bus484,249.069154,-0.569769,239.460882,3.657064,235.409831,1.526444
Bus485,248.397835,-0.569562,241.171891,3.657433,235.178761,1.532084
Bus486,244.878266,-0.562418,247.987575,3.654902,237.640565,1.555131
Bus487,244.869925,-0.562408,247.978712,3.654898,237.640830,1.555126
Bus488,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus489,244.881809,-0.562422,247.991301,3.654904,237.607849,1.555167
Bus490,249.640413,-0.569953,238.036467,3.656761,235.606424,1.521752
Bus491,249.306919,-0.569848,238.875472,3.656940,235.489966,1.524515
Bus492,249.069007,-0.569769,239.460882,3.657064,235.409833,1.526444
Bus493,249.068176,-0.569768,239.460884,3.657064,235.409842,1.526444
Bus494,248.397769,-0.569562,241.171891,3.657433,235.178761,1.532084
Bus495,244.878266,-0.562418,247.987575,3.654902,237.640523,1.555131
Bus496,244.869739,-0.562408,247.978516,3.654898,237.640750,1.555126
Bus497,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus498,244.881809,-0.562422,247.991301,3.654904,237.607849,1.555167
Bus499,249.843934,-0.570017,237.524455,3.656651,235.678377,1.520068
Bus500,249.640413,-0.569953,238.036467,3.656761,235.606424,1.521752
Bus501,249.068944,-0.569769,239.460882,3.657064,235.409833,1.526444
Bus502,249.067551,-0.569768,239.460885,3.657064,235.409849,1.526444
Bus503,248.397670,-0.569562,241.171892,3.657433,235.178762,1.532084
Bus504,244.878266,-0.562418,247.987576,3.654902,237.640494,1.555131
Bus505,244.865536,-0.562404,247.974064,3.654896,237.638921,1.555126
Bus506,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus507,244.881809,-0.562422,247.991301,3.654904,237.607849,1.555167
Bus508,249.878982,-0.570028,237.436281,3.656632,235.690835,1.519778
Bus509,249.843934,-0.570017,237.524455,3.656651,235.678377,1.520068
Bus510,249.068908,-0.569769,239.460882,3.657064,235.409834,1.526444
Bus511,248.397600,-0.569562,241.171892,3.657433,235.178763,1.532084
Bus512,244.878267,-0.562418,247.987576,3.654902,237.640454,1.555131
Bus513,244.865545,-0.562404,247.973152,3.654897,237.638924,1.555126
Bus514,244.864858,-0.562403,247.973476,3.654896,237.638631,1.555126
Bus515,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus516,249.974181,-0.570058,237.198487,3.656582,235.724294,1.518995
Bus517,249.878982,-0.570028,237.436281,3.656632,235.690835,1.519778
Bus518,249.876560,-0.570026,237.436287,3.656632,235.690862,1.519778
Bus519,249.068874,-0.569769,239.460882,3.657064,235.409834,1.526444
Bus520,248.397552,-0.569562,241.171892,3.657433,235.178764,1.532084
Bus521,244.878267,-0.562418,247.987577,3.654902,237.640424,1.555131
Bus522,244.865554,-0.562403,247.972347,3.654898,237.638927,1.555126
Bus523,244.864492,-0.562403,247.973159,3.654896,237.638474,1.555126
Bus524,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus525,250.044259,-0.570081,237.023443,3.656545,235.749017,1.518419
Bus526,249.974181,-0.570058,237.198487,3.656582,235.724294,1.518995
Bus527,249.875128,-0.570024,237.436291,3.656632,235.690877,1.519778
Bus528,249.068844,-0.569769,239.460882,3.657064,235.409835,1.526444
Bus529,248.397514,-0.569562,241.171892,3.657433,235.178764,1.532084
Bus530,244.878267,-0.562418,247.987579,3.654902,237.640207,1.555131
Bus531,244.864437,-0.562403,247.973112,3.654896,237.638451,1.555126
Bus532,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus533,250.139671,-0.570111,236.785120,3.656495,235.782802,1.517635
Bus534,250.044259,-0.570081,237.023443,3.656545,235.749017,1.518419
Bus535,249.873994,-0.570023,237.436294,3.656632,235.690889,1.519778
Bus536,249.068813,-0.569769,239.460882,3.657064,235.409835,1.526444
Bus537,248.397392,-0.569561,241.171892,3.657433,235.178765,1.532084
Bus538,244.878268,-0.562418,247.987582,3.654902,237.639936,1.555132
Bus539,244.878272,-0.562418,247.987595,3.654902,237.638775,1.555133
Bus540,244.864396,-0.562403,247.973076,3.654896,237.638433,1.555126
Bus541,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus542,250.207189,-0.570132,236.616469,3.656459,235.806798,1.517080
Bus543,250.139671,-0.570111,236.785120,3.656495,235.782802,1.517635
Bus544,249.873526,-0.570023,237.436295,3.656632,235.690895,1.519778
Bus545,249.068719,-0.569769,239.460883,3.657064,235.409836,1.526444
Bus546,248.396406,-0.569560,241.171895,3.657433,235.178776,1.532084
Bus547,244.878269,-0.562418,247.987585,3.654902,237.639637,1.555132
Bus548,244.864357,-0.562403,247.973042,3.654896,237.638416,1.555126
Bus549,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus550,250.396009,-0.570192,236.144833,3.656359,235.874288,1.515530
Bus551,250.207189,-0.570132,236.616469,3.656459,235.806798,1.517080
Bus552,249.873452,-0.570022,237.436295,3.656632,235.690895,1.519778
Bus553,249.872547,-0.570022,237.436297,3.656631,235.690905,1.519778
Bus554,249.068625,-0.569769,239.460883,3.657064,235.409837,1.526444
Bus555,248.396357,-0.569560,241.171895,3.657433,235.178777,1.532084
Bus556,244.878272,-0.562418,247.987594,3.654902,237.638827,1.555133
Bus557,244.864315,-0.562402,247.973006,3.654896,237.638398,1.555126
Bus558,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus559,250.532733,-0.570236,235.803323,3.656287,235.923511,1.514408
Bus560,250.396009,-0.570192,236.144833,3.656359,235.874288,1.515530
Bus561,249.873426,-0.570022,237.436295,3.656632,235.690896,1.519778
Bus562,249.871806,-0.570021,237.436299,3.656631,235.690913,1.519778
Bus563,249.067742,-0.569768,239.460885,3.657064,235.409847,1.526444
Bus564,248.396318,-0.569560,241.171895,3.657433,235.178777,1.532084
Bus565,244.864278,-0.562402,247.972974,3.654896,237.638382,1.555126
Bus566,244.876190,-0.562415,247.985347,3.654901,237.643555,1.555127
Bus567,250.562988,-0.570246,235.727797,3.656270,235.934443,1.514159
Bus568,250.532733,-0.570236,235.803323,3.656287,235.923511,1.514408
Bus569,250.532754,-0.570236,235.801372,3.656289,235.923518,1.514408
Bus570,249.873386,-0.570022,237.436295,3.656632,235.690896,1.519778
Bus571,248.396274,-0.569560,241.171895,3.657433,235.178778,1.532084
Bus572,244.864241,-0.562402,247.972941,3.654896,237.638366,1.555126
Bus573,250.570152,-0.570248,235.709914,3.656266,235.937033,1.514101
Bus574,250.562988,-0.570246,235.727797,3.656270,235.934443,1.514159
Bus575,250.532757,-0.570236,235.801125,3.656289,235.923519,1.514408
Bus576,249.873361,-0.570022,237.436295,3.656632,235.690896,1.519778
Bus577,248.396235,-0.569560,241.171895,3.657433,235.178778,1.532084
Bus578,244.864046,-0.562402,247.972773,3.654896,237.638283,1.555126
Bus579,250.764362,-0.570311,235.225108,3.656161,236.007573,1.512507
Bus580,250.570152,-0.570248,235.709914,3.656266,235.937033,1.514101
Bus581,250.570152,-0.570248,235.709914,3.656266,235.937033,1.514101
Bus582,250.532758,-0.570236,235.800943,3.656289,235.923520,1.514408
Bus583,249.873332,-0.570022,237.436295,3.656632,235.690897,1.519778
Bus584,248.396190,-0.569560,241.171895,3.657433,235.178779,1.532084
Bus585,244.864054,-0.562402,247.972111,3.654896,237.638285,1.555126
Bus586,244.863611,-0.562402,247.972460,3.654895,237.638098,1.555127
Bus587,250.900467,-0.570356,234.885351,3.656087,236.057365,1.511390
Bus588,250.764362,-0.570311,235.225108,3.656161,236.007573,1.512507
Bus589,250.570152,-0.570248,235.709914,3.656266,235.937033,1.514101
Bus590,250.532760,-0.570236,235.800766,3.656289,235.923520,1.514408
Bus591,249.873307,-0.570022,237.436295,3.656632,235.690897,1.519778
Bus592,248.396144,-0.569560,241.171895,3.657433,235.178779,1.532084
Bus593,244.864054,-0.562402,247.972073,3.654896,237.638285,1.555126
Bus594,244.861529,-0.562401,247.970968,3.654894,237.637215,1.555127
Bus595,251.173068,-0.570443,234.204216,3.655937,236.159149,1.509153
Bus596,250.900480,-0.570356,234.885397,3.656087,236.057231,1.511390
Bus597,250.570152,-0.570248,235.709914,3.656266,235.937033,1.514101
Bus598,250.532778,-0.570236,235.799102,3.656291,235.923527,1.514408
Bus599,249.873140,-0.570022,237.436296,3.656632,235.690899,1.519778
Bus600,248.396089,-0.569560,241.171896,3.657433,235.178780,1.532084
Bus601,244.864054,-0.562402,247.972054,3.654896,237.638285,1.555126
Bus602,244.861537,-0.562401,247.970996,3.654894,237.634633,1.555130
Bus603,244.859018,-0.562398,247.969017,3.654892,237.636754,1.555128
Bus604,251.416171,-0.570520,233.596794,3.655802,236.250913,1.507160
Bus605,251.173068,-0.570443,234.204216,3.655937,236.159149,1.509153
Bus606,251.173068,-0.570443,234.204216,3.655937,236.159149,1.509153
Bus607,250.900489,-0.570356,234.885436,3.656088,236.053863,1.511394
Bus608,250.900480,-0.570356,234.885397,3.656087,236.057231,1.511390
Bus609,250.570152,-0.570248,235.709914,3.656266,235.937033,1.514101
Bus610,250.532786,-0.570236,235.798328,3.656292,235.923529,1.514408
Bus611,249.871908,-0.570021,237.436299,3.656631,235.690912,1.519778
Bus612,248.396054,-0.569560,241.171896,3.657433,235.178780,1.532084
Bus613,244.864054,-0.562402,247.972038,3.654896,237.638285,1.555126
Bus614,244.861542,-0.562401,247.971011,3.654894,237.633270,1.555132
Bus615,244.856614,-0.562395,247.967149,3.654890,237.636312,1.555129
Bus616,251.444976,-0.572319,232.834720,3.654889,236.277981,1.505361
Bus617,251.416171,-0.570520,233.596794,3.655802,236.250913,1.507160
Bus618,251.416171,-0.570520,233.596794,3.655802,236.250913,1.507160
Bus619,250.900492,-0.570356,234.885445,3.656088,236.053071,1.511394
Bus620,250.570152,-0.570248,235.709914,3.656266,235.937033,1.514101
Bus621,250.532790,-0.570235,235.797965,3.656292,235.923531,1.514408
Bus622,248.395905,-0.569560,241.171896,3.657433,235.178782,1.532084
Bus623,244.864054,-0.562402,247.972025,3.654896,237.638285,1.555126
Bus624,244.856618,-0.562395,247.966740,3.654890,237.636313,1.555129
Bus625,244.855892,-0.562395,247.966762,3.654889,237.636174,1.555129
Bus626,251.485525,-0.574770,231.796914,3.653635,236.316084,1.502910
Bus627,250.570152,-0.570248,235.709914,3.656266,235.937033,1.514101
Bus628,250.532792,-0.570235,235.797722,3.656293,235.923532,1.514408
Bus629,248.395277,-0.569559,241.171898,3.657433,235.178789,1.532084
Bus630,244.864055,-0.562402,247.972004,3.654896,237.638285,1.555126
Bus631,244.856620,-0.562395,247.966640,3.654891,237.636314,1.555129
Bus632,244.855726,-0.562395,247.966673,3.654889,237.636142,1.555129
Bus633,251.493596,-0.575249,231.488815,3.653505,236.323668,1.502431
Bus634,250.570152,-0.570248,235.709914,3.656266,235.937033,1.514101
Bus635,250.532796,-0.570235,235.797352,3.656293,235.923533,1.514407
Bus636,244.864055,-0.562402,247.971955,3.654897,237.638285,1.555126
Bus637,244.856620,-0.562395,247.966571,3.654891,237.636314,1.555129
Bus638,244.855644,-0.562394,247.966629,3.654889,237.636127,1.555129
Bus639,251.507000,-0.576042,230.456677,3.653868,236.336263,1.501638
Bus640,250.570152,-0.570248,235.709914,3.656266,235.937033,1.514101
Bus641,250.532804,-0.570235,235.796628,3.656294,235.923536,1.514407
Bus642,244.864056,-0.562402,247.971921,3.654897,237.638286,1.555126
Bus643,244.856621,-0.562395,247.966475,3.654891,237.636314,1.555129
Bus644,244.855553,-0.562394,247.966580,3.654889,237.636109,1.555129
Bus645,250.570152,-0.570248,235.709914,3.656266,235.937033,1.514101
Bus646,250.532806,-0.570235,235.796428,3.656294,235.923536,1.514407
Bus647,244.864056,-0.562402,247.971878,3.654897,237.638286,1.555126
Bus648,244.856624,-0.562395,247.966249,3.654891,237.636315,1.555129
Bus649,244.855449,-0.562394,247.966524,3.654889,237.636089,1.555129
Bus650,250.570152,-0.570248,235.709914,3.656266,235.937033,1.514101
Bus651,250.532807,-0.570235,235.796370,3.656294,235.923537,1.514407
Bus652,244.864056,-0.562402,247.971852,3.654897,237.638286,1.555126
Bus653,244.856626,-0.562395,247.966077,3.654891,237.636316,1.555129
Bus654,244.855343,-0.562394,247.966467,3.654889,237.636069,1.555129
Bus655,250.570152,-0.570248,235.709914,3.656266,235.937033,1.514101
Bus656,250.532807,-0.570235,235.796347,3.656294,235.923537,1.514407
Bus657,250.532808,-0.570235,235.796222,3.656294,235.923537,1.514407
Bus658,244.864057,-0.562402,247.971828,3.654897,237.638286,1.555126
Bus659,244.856627,-0.562395,247.965956,3.654891,237.636316,1.555129
Bus660,244.855226,-0.562394,247.966404,3.654889,237.636047,1.555129
Bus661,250.570152,-0.570248,235.709914,3.656266,235.937033,1.514101
Bus662,250.532807,-0.570235,235.796326,3.656294,235.923537,1.514407
Bus663,250.532810,-0.570235,235.796028,3.656294,235.923538,1.514407
Bus664,244.864057,-0.562402,247.971788,3.654897,237.638286,1.555126
Bus665,244.856628,-0.562395,247.965829,3.654891,237.636316,1.555129
Bus666,244.855056,-0.562394,247.966313,3.654889,237.636014,1.555129
Bus667,250.570152,-0.570248,235.709914,3.656266,235.937033,1.514101
Bus668,250.532807,-0.570235,235.796304,3.656294,235.923537,1.514407
Bus669,250.532819,-0.570235,235.795221,3.656295,235.923541,1.514407
Bus670,244.864057,-0.562402,247.971749,3.654897,237.638286,1.555126
Bus671,244.856629,-0.562395,247.965725,3.654891,237.636317,1.555129
Bus672,244.854676,-0.562394,247.966314,3.654889,237.636018,1.555130
Bus673,244.854870,-0.562394,247.966038,3.654889,237.635827,1.555129
Bus674,250.570152,-0.570248,235.709914,3.656266,235.937033,1.514101
Bus675,250.532809,-0.570235,235.796146,3.656294,235.923537,1.514407
Bus676,250.532822,-0.570235,235.794879,3.656295,235.923542,1.514407
Bus677,244.864058,-0.562402,247.971731,3.654897,237.638286,1.555126
Bus678,244.856631,-0.562395,247.965553,3.654892,237.636317,1.555128
Bus679,244.854448,-0.562393,247.966315,3.654889,237.636021,1.555130
Bus680,244.853697,-0.562393,247.964295,3.654889,237.634643,1.555129
Bus681,250.570152,-0.570248,235.709914,3.656266,235.937033,1.514101
Bus682,250.532821,-0.570235,235.794995,3.656295,235.923542,1.514407
Bus683,244.864058,-0.562402,247.971710,3.654897,237.638286,1.555126
Bus684,244.856637,-0.562395,247.964997,3.654892,237.636319,1.555128
Bus685,244.854236,-0.562393,247.966315,3.654888,237.636023,1.555130
Bus686,244.852857,-0.562392,247.963048,3.654889,237.633795,1.555128
Bus687,244.864058,-0.562402,247.971691,3.654897,237.638286,1.555126
Bus688,244.856651,-0.562395,247.963697,3.654893,237.636323,1.555128
Bus689,244.854030,-0.562393,247.966316,3.654888,237.636025,1.555130
Bus690,244.852871,-0.562392,247.963094,3.654890,237.629615,1.555133
Bus691,244.850198,-0.562386,247.958672,3.654887,237.633750,1.555126
Bus692,244.864058,-0.562402,247.971667,3.654897,237.638286,1.555126
Bus693,244.853875,-0.562393,247.966316,3.654888,237.636027,1.555130
Bus694,244.852872,-0.562392,247.963096,3.654890,237.629408,1.555133
Bus695,244.852873,-0.562392,247.963099,3.654890,237.629102,1.555133
Bus696,244.850219,-0.562386,247.956706,3.654889,237.633756,1.555126
Bus697,244.849579,-0.562385,247.957961,3.654887,237.633721,1.555125
Bus698,244.864059,-0.562402,247.971630,3.654897,237.638286,1.555126
Bus699,244.853629,-0.562393,247.966317,3.654888,237.636030,1.555130
Bus700,244.852872,-0.562392,247.963097,3.654890,237.629344,1.555133
Bus701,244.852876,-0.562392,247.963111,3.654890,237.628056,1.555134
Bus702,244.850231,-0.562386,247.955567,3.654891,237.633760,1.555125
Bus703,244.848455,-0.562382,247.956680,3.654886,237.633660,1.555125
Bus704,244.864060,-0.562402,247.971527,3.654897,237.638287,1.555126
Bus705,244.853214,-0.562392,247.966318,3.654888,237.636035,1.555130
Bus706,244.852872,-0.562392,247.963097,3.654890,237.629302,1.555133
Bus707,244.845491,-0.562376,247.953299,3.654885,237.633500,1.555125
Bus708,244.848455,-0.562382,247.956680,3.654886,237.633660,1.555125
Bus709,244.864061,-0.562402,247.971390,3.654897,237.638287,1.555126
Bus710,244.850107,-0.562389,247.966326,3.654888,237.636069,1.555130
Bus711,244.852872,-0.562392,247.963097,3.654890,237.629277,1.555133
Bus712,244.844658,-0.562371,247.949062,3.654888,237.632403,1.555121
Bus713,244.843545,-0.562374,247.953304,3.654885,237.633522,1.555125
Bus714,244.848455,-0.562382,247.956680,3.654886,237.633660,1.555125
Bus715,244.864061,-0.562402,247.971377,3.654897,237.638287,1.555126
Bus716,244.847558,-0.562386,247.966332,3.654888,237.636098,1.555130
Bus717,244.852872,-0.562392,247.963098,3.654890,237.629251,1.555133
Bus718,244.843799,-0.562366,247.944689,3.654891,237.631270,1.555117
Bus719,244.843337,-0.562374,247.953304,3.654885,237.633524,1.555125
Bus720,244.848455,-0.562382,247.956680,3.654886,237.633660,1.555125
Bus721,244.864061,-0.562402,247.971366,3.654897,237.638287,1.555126
Bus722,244.846750,-0.562386,247.966334,3.654888,237.636107,1.555130
Bus723,244.852872,-0.562392,247.963098,3.654890,237.629229,1.555133
Bus724,244.843053,-0.562366,247.944045,3.654891,237.630674,1.555118
Bus725,244.843849,-0.562366,247.939956,3.654896,237.631285,1.555117
Bus726,244.843257,-0.562374,247.953305,3.654885,237.633525,1.555125
Bus727,244.848455,-0.562382,247.956680,3.654886,237.633660,1.555125
Bus728,244.864062,-0.562402,247.971356,3.654897,237.638287,1.555126
Bus729,244.846015,-0.562385,247.966336,3.654888,237.636115,1.555130
Bus730,244.852872,-0.562392,247.963098,3.654890,237.629203,1.555133
Bus731,244.842039,-0.562365,247.943170,3.654891,237.629864,1.555118
Bus732,244.843856,-0.562366,247.939321,3.654896,237.631287,1.555117
Bus733,244.843173,-0.562374,247.953305,3.654885,237.633526,1.555125
Bus734,244.848455,-0.562382,247.956680,3.654886,237.633660,1.555125
Bus735,244.864062,-0.562402,247.971345,3.654897,237.638287,1.555126
Bus736,244.845614,-0.562384,247.966337,3.654888,237.636119,1.555130
Bus737,244.852872,-0.562392,247.963098,3.654890,237.629183,1.555133
Bus738,244.840852,-0.562364,247.942145,3.654892,237.628915,1.555119
Bus739,244.843860,-0.562366,247.938988,3.654897,237.631288,1.555117
Bus740,244.843103,-0.562374,247.953305,3.654885,237.633526,1.555125
Bus741,244.848455,-0.562382,247.956680,3.654886,237.633660,1.555125
Bus742,244.864062,-0.562402,247.971336,3.654897,237.638287,1.555126
Bus743,244.845294,-0.562384,247.966338,3.654888,237.636123,1.555130
Bus744,244.852872,-0.562392,247.963099,3.654890,237.629158,1.555133
Bus745,244.839899,-0.562363,247.941323,3.654892,237.628153,1.555120
Bus746,244.843870,-0.562366,247.938050,3.654897,237.631290,1.555117
Bus747,244.843860,-0.562366,247.938957,3.654897,237.631288,1.555117
Bus748,244.843021,-0.562374,247.953305,3.654885,237.633527,1.555125
Bus749,244.848455,-0.562382,247.956680,3.654886,237.633660,1.555125
Bus750,244.864062,-0.562402,247.971326,3.654897,237.638287,1.555126
Bus751,244.845022,-0.562384,247.966339,3.654888,237.636126,1.555130
Bus752,244.852872,-0.562392,247.963099,3.654890,237.629132,1.555133
Bus753,244.839487,-0.562362,247.940839,3.654891,237.628405,1.555120
Bus754,244.839909,-0.562363,247.941354,3.654892,237.625322,1.555123
Bus755,244.843878,-0.562366,247.937288,3.654898,237.631293,1.555117
Bus756,244.843860,-0.562366,247.938934,3.654897,237.631288,1.555117
Bus757,244.842940,-0.562373,247.953305,3.654885,237.633528,1.555125
Bus758,244.848455,-0.562382,247.956680,3.654886,237.633660,1.555125
Bus759,244.864062,-0.562402,247.971313,3.654897,237.638287,1.555126
Bus760,244.844701,-0.562384,247.966340,3.654888,237.636130,1.555130
Bus761,244.852873,-0.562392,247.963099,3.654890,237.629084,1.555133
Bus762,244.838919,-0.562360,247.940172,3.654891,237.628752,1.555119
Bus763,244.839917,-0.562364,247.941380,3.654892,237.622956,1.555125
Bus764,244.843861,-0.562366,247.938915,3.654897,237.631288,1.555117
Bus765,244.842829,-0.562373,247.953306,3.654885,237.633530,1.555125
Bus766,244.848455,-0.562382,247.956680,3.654886,237.633660,1.555125
Bus767,244.864062,-0.562402,247.971297,3.654897,237.638287,1.555126
Bus768,244.844409,-0.562383,247.966341,3.654888,237.636133,1.555130
Bus769,244.852874,-0.562392,247.963103,3.654890,237.628722,1.555134
