# output_current_1.csv run at 2000-01-01 00:01:00 UTC on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
LINE386,0.193771,-0.877688,0.000000,2.299589,0.000000,1.406565
LINE387,0.231590,-0.882698,0.000000,0.066821,0.000000,1.595332
LINE388,0.000000,2.887611,0.235426,3.340885,0.000000,4.705726
LINE389,91.230556,0.984210,160.199777,3.859052,85.955978,3.070305
LINE390,1.590755,-0.879925,1.536842,3.337336,1.470666,1.237571
LINE391,0.000000,-1.213344,0.000000,3.839757,24.600220,1.238183
LINE392,0.000000,2.203209,0.000000,0.305370,0.000000,4.621947
LINE393,0.000000,3.756031,0.235426,3.340885,0.000000,-1.569842
LINE394,91.230556,0.984210,160.199777,3.859052,85.955978,3.070305
LINE395,0.000000,0.116329,0.000000,0.517372,0.349934,1.237572
LINE396,1.590755,-0.879925,1.536842,3.337336,1.120732,1.237571
LINE397,0.000000,-0.575712,0.000000,3.858616,24.600220,1.238183
LINE398,0.000000,1.717361,0.000000,0.267675,0.000000,4.614376
LINE399,0.000000,3.699618,0.235426,3.340885,0.000000,-1.362038
LINE400,91.230556,0.984210,160.199777,3.859052,85.955978,3.070305
LINE401,0.000000,0.084726,0.000000,0.550733,0.349934,1.237572
LINE402,1.590755,-0.879925,1.536842,3.337336,1.120732,1.237571
LINE403,0.000000,2.724722,0.000000,4.663274,24.600220,1.238183
LINE404,0.000000,2.265481,0.000000,0.106197,0.000000,4.578293
LINE405,0.000000,-1.535947,0.235426,3.340885,0.000000,4.463989
LINE406,91.230556,0.984210,160.199777,3.859052,85.955978,3.070305
LINE407,0.000000,0.389303,0.000000,0.540532,0.349934,1.237572
LINE408,1.590755,-0.879925,1.536842,3.337336,1.120732,1.237571
LINE409,0.000000,-0.094737,0.000000,3.429386,0.000000,2.141536
LINE410,0.000000,2.087097,0.000000,-1.307994,24.600220,1.238183
LINE411,0.000000,1.968321,0.000000,-0.075713,0.000000,4.591369
LINE412,91.230556,0.984210,160.199777,3.859052,85.955978,3.070305
LINE413,0.000000,-0.106366,0.000000,0.740501,0.349934,1.237572
LINE414,1.590755,-0.879925,1.536842,3.337336,1.120732,1.237571
LINE415,0.000000,-0.161653,0.000000,3.378657,0.000000,2.216636
LINE416,0.000000,1.670860,0.000000,-1.246783,24.600220,1.238183
LINE417,0.000000,2.484049,0.000000,-0.218765,0.000000,4.259201
LINE418,91.230556,0.984210,160.199777,3.859052,85.955978,3.070305
LINE419,0.000000,0.159717,0.000000,0.598160,0.349934,1.237572
LINE420,1.590755,-0.879925,1.536842,3.337336,1.120732,1.237571
LINE421,0.000000,-0.086264,0.000000,3.397015,0.000000,2.282203
LINE422,0.000000,1.444923,0.000000,4.690462,24.600220,1.238183
LINE423,0.000000,2.138930,0.000000,-0.308658,0.000000,4.340375
LINE424,91.230556,0.984210,160.199777,3.859052,85.955978,3.070305
LINE425,0.000000,2.939912,0.000000,2.939912,0.000000,-0.145406
LINE426,0.000000,0.590014,0.000000,0.623407,0.349934,1.237572
LINE427,1.590755,-0.879925,1.536842,3.337336,1.120732,1.237571
LINE428,0.000000,-0.194546,0.000000,3.483529,0.000000,2.138865
LINE429,0.000000,3.066652,0.000000,-0.284263,24.600220,1.238183
LINE430,0.000000,2.075799,0.000000,-0.284089,0.000000,4.305328
LINE431,91.230556,0.984210,160.199777,3.859052,85.955978,3.070305
LINE432,0.000000,2.939912,0.000000,2.939912,0.000000,-0.145406
LINE433,0.000000,0.556760,0.000000,0.651866,0.349934,1.237572
LINE434,1.590755,-0.879925,1.536842,3.337336,1.120732,1.237571
LINE435,0.000000,-0.150467,0.000000,3.446575,0.000000,2.341905
LINE436,0.000000,1.848676,0.000000,-0.445294,24.600220,1.238183
LINE437,0.000000,2.147628,0.000000,-0.358029,0.000000,4.387222
LINE438,91.230556,0.984210,160.199777,3.859052,85.955978,3.070305
LINE439,0.000000,-0.653134,0.000000,2.529129,0.000000,-0.714660
LINE440,0.000000,0.661506,0.000000,0.701566,0.349934,1.237572
LINE441,1.590755,-0.879925,1.536842,3.337336,1.120732,1.237571
LINE442,0.000000,-0.239227,0.000000,3.566346,0.000000,2.144445
LINE443,0.000000,3.297406,0.000000,0.173824,24.600220,1.238183
LINE444,0.000000,2.013195,0.000000,-0.308549,0.000000,4.468742
LINE445,91.230556,0.984210,160.199777,3.859052,85.955978,3.070305
LINE446,0.000000,1.462592,0.000000,4.509207,0.000000,-1.429777
LINE447,0.000000,0.657815,0.000000,0.699435,0.349934,1.237572
LINE448,1.590755,-0.879925,1.536842,3.337336,1.120732,1.237571
LINE449,0.000000,-0.317179,0.000000,3.428401,0.000000,2.597150
LINE450,0.000000,1.424686,0.000000,0.511460,24.600220,1.238183
LINE451,0.000000,1.868781,0.000000,-0.366094,0.000000,4.499006
LINE452,91.230556,0.984210,160.199777,3.859052,85.955978,3.070305
LINE453,0.000000,3.321389,0.000000,2.261152,0.000000,-1.510578
LINE454,0.000000,0.530691,0.000000,0.716028,0.349934,1.237572
LINE455,1.590755,-0.879925,1.536842,3.337336,1.120732,1.237571
LINE456,0.000000,-0.360667,0.000000,3.534187,0.000000,2.420095
LINE457,0.000000,-1.344275,0.000000,-0.316815,24.600220,1.238183
LINE458,0.000000,2.091596,0.000000,-0.343309,0.000000,4.654135
LINE459,91.287190,0.986205,160.199777,3.859052,85.955978,3.070305
LINE460,0.000000,0.324455,0.000000,-1.526742,0.000000,1.584500
LINE461,0.190698,-0.887120,0.000000,1.201738,0.000000,4.616100
LINE462,0.000000,0.761400,0.000000,0.721278,0.349934,1.237572
LINE463,1.590755,-0.879925,1.536842,3.337336,1.120732,1.237571
LINE464,0.000000,-0.794396,0.000000,3.275803,0.000000,2.130690
LINE465,0.000000,1.868705,0.000000,-0.326466,0.000000,4.656746
LINE466,91.287190,0.986205,160.199777,3.859052,85.955978,3.070305
LINE467,0.000000,3.003463,0.000000,-0.201681,0.000000,3.237027
LINE468,0.000000,3.193193,0.000000,-1.194777,0.000000,1.693065
LINE469,0.190698,-0.887120,0.000000,1.099198,0.000000,4.562759
LINE470,0.000000,0.904456,0.000000,0.583198,0.349934,1.237572
LINE471,1.590755,-0.879925,1.536842,3.337336,1.120732,1.237571
LINE472,0.000000,-0.459173,0.000000,3.439218,0.000000,2.702848
LINE473,0.000000,1.952015,0.000000,-0.232918,0.000000,4.675853
LINE474,91.287190,0.986205,160.199777,3.859052,85.955978,3.070305
LINE475,0.000000,1.614094,0.000000,4.090919,0.000000,-1.291168
LINE476,0.190698,-0.887120,0.000000,1.278150,0.000000,4.667588
LINE477,0.000000,0.656966,0.000000,0.542478,0.349934,1.237572
LINE478,1.590755,-0.879925,1.536842,3.337336,1.120732,1.237571
LINE479,0.000000,-0.719382,0.000000,3.483322,0.000000,1.893271
LINE480,0.000000,1.752309,0.000000,-0.213357,0.000000,3.307819
LINE481,91.417914,0.990751,160.199777,3.859052,85.955978,3.070305
LINE482,0.000000,4.144466,0.000000,0.194539,0.000000,0.990601
LINE483,0.435308,-0.887328,0.000000,1.005364,0.000000,4.704428
LINE484,0.190698,-0.887120,0.000000,1.426343,0.000000,-1.557542
LINE485,0.000000,0.770519,0.000000,0.734445,0.349934,1.237572
LINE486,1.590755,-0.879925,1.536842,3.337336,1.120732,1.237571
LINE487,0.000000,-0.387695,0.000000,3.502531,0.000000,1.934071
LINE488,0.000000,1.508259,0.000000,-0.881763,0.000000,1.588077
LINE489,91.417914,0.990751,160.199777,3.859052,85.955978,3.070305
LINE490,0.000000,2.520603,0.000000,2.520603,0.000000,-1.550888
LINE491,0.223993,-0.887328,0.000000,1.058739,0.000000,4.704722
LINE492,0.211314,-0.887328,0.000000,3.455833,0.000000,0.047036
LINE493,0.190698,-0.887120,0.000000,0.531590,0.000000,4.576151
LINE494,0.000000,0.371598,0.000000,0.973203,0.349934,1.237572
LINE495,1.590755,-0.879925,1.536842,3.337336,1.120732,1.237571
LINE496,0.000000,-0.365220,0.000000,3.390127,0.000000,1.960827
LINE497,0.000000,2.599660,0.000000,4.689679,0.000000,-0.728790
LINE498,91.417914,0.990751,160.199777,3.859052,85.955978,3.070305
LINE499,0.000000,2.635687,0.000000,0.797330,0.000000,0.797330
LINE500,0.223993,-0.887328,0.000000,1.012304,0.000000,4.679465
LINE501,0.211314,-0.887328,0.000000,3.994493,0.000000,1.620911
LINE502,0.190698,-0.887120,0.000000,0.364662,0.000000,4.556832
LINE503,0.000000,1.845558,0.000000,1.062183,0.349934,1.237572
LINE504,1.590755,-0.879925,1.536842,3.337336,1.120732,1.237571
LINE505,0.000000,-0.371409,0.000000,3.549230,0.000000,1.970520
LINE506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
LINE507,91.417914,0.990751,160.199777,3.859052,85.955978,3.070305
LINE508,0.000000,3.870854,0.000000,-0.011648,0.000000,-1.318365
LINE509,0.223993,-0.887328,0.000000,0.725981,0.000000,4.660453
LINE510,0.190698,-0.887120,0.000000,0.693420,0.000000,-1.534882
LINE511,0.000000,1.547759,0.000000,1.580869,0.349934,1.237572
LINE512,0.000000,0.118764,0.144328,3.337338,0.000000,1.616976
LINE513,1.590755,-0.879925,1.392513,3.337336,1.120732,1.237571
LINE514,0.000000,-0.466804,0.000000,3.377785,0.000000,1.949041
LINE515,91.555371,0.995443,160.199777,3.859052,85.955978,3.070305
LINE516,0.000000,2.939912,0.000000,2.939912,0.000000,-0.145406
LINE517,0.450757,-0.887581,0.000000,0.046273,0.000000,1.651645
LINE518,0.223993,-0.887328,0.000000,0.770755,0.000000,4.668188
LINE519,0.190698,-0.887120,0.000000,1.590128,0.000000,0.989849
LINE520,0.000000,0.443343,0.000000,0.398927,0.349934,1.237572
LINE521,0.000000,3.814635,0.144328,3.337338,0.000000,-1.562715
LINE522,1.590755,-0.879925,1.392513,3.337336,1.120732,1.237571
LINE523,0.000000,-0.032323,0.000000,3.369285,0.000000,1.582513
LINE524,91.555371,0.995443,160.199777,3.859052,85.955978,3.070305
LINE525,0.000000,0.615964,0.000000,3.771605,0.000000,0.496950
LINE526,0.450757,-0.887581,0.000000,0.071809,0.000000,1.651641
LINE527,0.223993,-0.887328,0.000000,0.398369,0.000000,-1.560306
LINE528,0.190698,-0.887120,0.000000,2.325458,0.000000,1.427149
LINE529,0.000000,3.323148,0.000000,0.942125,0.349934,1.237572
LINE530,1.590755,-0.879925,1.392513,3.337336,1.120732,1.237571
LINE531,0.000000,-0.174299,0.000000,-1.356478,0.000000,1.629891
LINE532,91.555371,0.995443,160.199777,3.859052,85.955978,3.070305
LINE533,0.000000,2.123153,0.000000,3.955394,0.000000,4.655537
LINE534,0.450757,-0.887581,0.000000,0.043784,0.000000,1.656094
LINE535,0.223993,-0.887328,0.000000,1.902876,0.000000,-1.523610
LINE536,0.190698,-0.887120,0.000000,2.472058,0.000000,1.404085
LINE537,0.000000,0.180755,0.000000,1.977441,0.124027,1.237572
LINE538,0.000000,2.859249,0.000000,2.859249,0.225907,1.237573
LINE539,1.590755,-0.879925,1.392513,3.337336,1.120732,1.237571
LINE540,0.000000,-0.758536,0.000000,3.098964,0.000000,1.522881
LINE541,91.555371,0.995443,160.199777,3.859052,85.955978,3.070305
LINE542,0.000000,1.394110,0.000000,1.288566,0.000000,4.605444
LINE543,0.450757,-0.887581,0.000000,-0.019733,0.000000,1.644904
LINE544,0.223993,-0.887328,0.000000,4.022882,0.000000,1.286198
LINE545,0.190698,-0.887120,0.000000,2.400601,0.000000,1.435151
LINE546,0.000000,-0.847060,0.000000,3.130273,0.124027,1.237572
LINE547,1.590755,-0.879925,1.392513,3.337336,1.120732,1.237571
LINE548,0.000000,-1.456166,0.000000,3.411307,0.000000,1.452128
LINE549,91.555371,0.995443,160.199777,3.859052,85.955978,3.070305
LINE550,0.000000,2.024951,0.000000,3.421851,0.000000,2.101491
LINE551,0.223272,-0.887581,0.000000,-0.280604,0.000000,1.626896
LINE552,0.227485,-0.887581,0.000000,0.584757,0.000000,4.703594
LINE553,0.223993,-0.887328,0.000000,-0.028972,0.000000,4.695537
LINE554,0.190698,-0.887120,0.000000,2.557075,0.000000,1.501179
LINE555,0.000000,1.195878,0.000000,3.047524,0.124027,1.237572
LINE556,1.590755,-0.879925,1.392513,3.337336,1.120732,1.237571
LINE557,0.000000,4.001498,0.000000,0.704947,0.000000,1.719326
LINE558,91.555371,0.995443,160.199777,3.859052,85.955978,3.070305
LINE559,0.000000,3.633156,0.000000,-0.260881,0.000000,1.397460
LINE560,0.223272,-0.887581,0.000000,-0.027326,0.000000,1.614876
LINE561,0.227485,-0.887581,0.000000,2.350217,0.000000,-1.551988
LINE562,0.223993,-0.887328,0.000000,3.208288,0.000000,1.355835
LINE563,0.190698,-0.887120,0.000000,2.887193,0.000000,1.554608
LINE564,1.590755,-0.879925,1.392513,3.337336,1.120732,1.237571
LINE565,0.000000,-0.986583,0.000000,0.142941,0.000000,4.629285
LINE566,91.555371,0.995443,159.812592,3.860441,85.955978,3.070305
LINE567,0.000000,0.086375,0.000000,3.570893,0.000000,2.648880
LINE568,0.000000,-0.539429,0.446418,3.338735,0.000000,-1.499406
LINE569,0.223272,-0.887581,0.000000,3.800327,0.000000,1.728045
LINE570,0.190698,-0.887120,0.000000,2.071441,0.000000,4.626270
LINE571,1.590755,-0.879925,1.392513,3.337336,1.120732,1.237571
LINE572,91.555371,0.995443,159.812592,3.860441,85.955978,3.070305
LINE573,0.000000,0.507686,0.000000,3.206823,0.000000,-1.568721
LINE574,0.000000,-0.540296,0.446418,3.338735,0.000000,-1.502818
LINE575,0.223272,-0.887581,0.000000,-1.263259,0.000000,1.660287
LINE576,0.190698,-0.887120,0.000000,0.892639,0.000000,4.661906
LINE577,1.590755,-0.879925,1.392513,3.337336,1.120732,1.237571
LINE578,91.555371,0.995443,159.812592,3.860441,85.955978,3.070305
LINE579,0.000000,3.303891,0.000000,0.364031,0.000000,4.558652
LINE580,0.000000,1.212664,0.000000,0.387146,0.000000,4.168816
LINE581,0.000000,-0.464353,0.446418,3.338735,0.000000,-1.504020
LINE582,0.223272,-0.887581,0.000000,0.073704,0.000000,3.687170
LINE583,0.190698,-0.887120,0.000000,1.197847,0.000000,4.662388
LINE584,0.000000,-0.623041,0.123105,3.337337,0.000000,1.620182
LINE585,1.590755,-0.879925,1.269409,3.337335,1.120732,1.237571
LINE586,91.555371,0.995443,159.812592,3.860441,85.955978,3.070305
LINE587,0.000000,1.269447,0.000000,4.644743,0.000000,4.175015
LINE588,0.000000,1.027116,0.000000,0.315695,0.000000,4.320500
LINE589,0.000000,0.200688,0.446418,3.338735,0.000000,-1.525616
LINE590,0.223272,-0.887581,0.000000,-0.529125,0.000000,4.246874
LINE591,0.190698,-0.887120,0.000000,2.335590,0.000000,4.700565
LINE592,0.000000,-0.564581,0.123105,3.337337,0.000000,1.610555
LINE593,1.590755,-0.879925,1.269409,3.337335,1.120732,1.237571
LINE594,91.555371,0.995443,159.812592,3.860441,86.032812,3.073123
LINE595,0.000000,2.712734,0.000000,2.330192,0.254180,1.193834
LINE596,0.000000,1.435406,0.000000,0.326927,0.000000,4.152288
LINE597,0.000000,0.019144,0.446418,3.338735,0.000000,-1.526806
LINE598,0.223272,-0.887581,0.000000,1.058634,0.000000,1.616644
LINE599,0.190698,-0.887120,0.000000,3.136082,0.000000,-1.515241
LINE600,0.000000,-0.649255,0.123105,3.337337,0.000000,1.597658
LINE601,0.000000,2.792021,0.000000,1.047196,0.248060,1.237571
LINE602,1.590755,-0.879925,1.269409,3.337335,0.872672,1.237570
LINE603,91.555371,0.995443,159.812592,3.860441,86.032812,3.073123
LINE604,0.000000,0.750048,0.000000,0.750048,0.000000,1.711816
LINE605,0.000000,1.910612,0.000000,2.800957,0.000000,4.431601
LINE606,0.000000,-0.259111,0.000000,3.358743,0.254180,1.193834
LINE607,0.000000,-0.061585,0.000000,2.103538,0.000000,4.437997
LINE608,0.000000,0.409226,0.000000,0.509650,0.000000,3.931988
LINE609,0.000000,-0.030276,0.446418,3.338735,0.000000,-1.524918
LINE610,0.223272,-0.887581,0.000000,-0.520939,0.000000,1.575936
LINE611,0.190698,-0.887120,0.000000,-0.219682,0.000000,4.679036
LINE612,0.000000,-0.447453,0.123105,3.337337,0.000000,1.566634
LINE613,0.000000,3.241665,0.000000,0.615100,0.248060,1.237571
LINE614,1.590755,-0.879925,1.269409,3.337335,0.872672,1.237570
LINE615,91.555371,0.995443,159.812592,3.860441,86.032812,3.073123
LINE616,0.000000,1.574511,0.000000,4.176053,0.000000,-1.354037
LINE617,0.000000,-0.768715,0.000000,-0.768715,0.000000,-1.260425
LINE618,0.000000,-0.626225,0.000000,-0.842499,0.254180,1.193834
LINE619,0.000000,0.604964,0.000000,1.166701,0.000000,4.565777
LINE620,0.000000,-0.079244,0.446418,3.338735,0.000000,-1.524025
LINE621,0.190698,-0.887120,0.000000,3.625445,0.000000,-1.214391
LINE622,0.000000,-0.365058,0.123105,3.337337,0.000000,1.570428
LINE623,0.000000,-0.322791,0.220745,3.337333,0.000000,1.555289
LINE624,1.590755,-0.879925,1.048663,3.337336,0.872672,1.237570
LINE625,91.555371,0.995443,159.812592,3.860441,86.032812,3.073123
LINE626,0.000000,0.159446,0.000000,1.813963,0.000000,4.317531
LINE627,0.000000,-0.064631,0.446418,3.338735,0.000000,-1.526574
LINE628,0.190698,-0.887120,0.000000,0.003072,0.000000,1.504753
LINE629,0.000000,-0.501976,0.123105,3.337337,0.000000,1.568168
LINE630,0.000000,-0.163098,0.220745,3.337333,0.000000,1.562495
LINE631,1.590755,-0.879925,1.048663,3.337336,0.872672,1.237570
LINE632,61.038113,0.995151,156.477481,3.683592,57.356334,3.072831
LINE633,0.000000,0.374571,0.000000,0.977397,0.000000,3.805140
LINE634,0.000000,-0.298348,0.446418,3.338735,0.000000,-1.527847
LINE635,0.000000,-0.376617,0.123105,3.337337,0.000000,1.574010
LINE636,0.000000,-1.208559,0.220745,3.337333,0.000000,1.576541
LINE637,1.590755,-0.879925,1.048663,3.337336,0.872672,1.237570
LINE638,30.519872,0.994755,158.144946,3.505100,28.678934,3.072435
LINE639,0.000000,0.581071,0.000000,0.848704,0.000000,4.195146
LINE640,0.000000,-0.576886,0.446418,3.338735,0.000000,-1.527978
LINE641,0.000000,-0.303495,0.123105,3.337337,0.000000,1.578594
LINE642,0.000000,-0.010491,0.220745,3.337333,0.000000,1.636572
LINE643,1.590755,-0.879925,1.048663,3.337336,0.872672,1.237570
LINE644,0.000000,0.581152,0.000000,3.304364,0.000000,2.162808
LINE645,0.000000,-0.208081,0.446418,3.338735,0.000000,-1.539083
LINE646,0.000000,-0.382966,0.123105,3.337337,0.000000,1.584298
LINE647,0.000000,0.062938,0.220745,3.337333,0.000000,1.680134
LINE648,1.590755,-0.879925,1.048663,3.337336,0.872672,1.237570
LINE649,0.000000,2.771014,0.000000,0.111846,0.000000,2.098231
LINE650,0.000000,2.319369,0.446418,3.338735,0.000000,-1.552772
LINE651,0.000000,-0.264793,0.123105,3.337337,0.000000,1.578810
LINE652,0.000000,0.126070,0.220745,3.337333,0.000000,1.804578
LINE653,1.590755,-0.879925,1.048663,3.337336,0.872672,1.237570
LINE654,0.000000,2.776719,0.000000,0.090786,0.000000,1.741330
LINE655,0.000000,3.320158,0.200888,3.338735,0.000000,4.646349
LINE656,0.000000,-0.785280,0.245530,3.338735,0.000000,1.468985
LINE657,0.000000,-0.300981,0.123105,3.337337,0.000000,1.569075
LINE658,0.000000,-0.594221,0.220745,3.337333,0.000000,1.856262
LINE659,1.590755,-0.879925,1.048663,3.337336,0.872672,1.237570
LINE660,0.000000,2.500596,0.000000,0.283480,0.000000,1.286101
LINE661,0.000000,3.421962,0.200888,3.338735,0.000000,-1.543305
LINE662,0.000000,0.295466,0.245530,3.338735,0.000000,1.413909
LINE663,0.000000,-0.216762,0.123105,3.337337,0.000000,1.559191
LINE664,0.000000,-0.488875,0.220745,3.337333,0.000000,1.769902
LINE665,1.590755,-0.879925,1.048663,3.337336,0.872672,1.237570
LINE666,0.000000,2.447871,0.000000,0.498430,0.000000,1.808352
LINE667,0.000000,0.452601,0.200888,3.338735,0.000000,4.661586
LINE668,0.000000,-0.273580,0.245530,3.338735,0.000000,1.026902
LINE669,0.000000,-0.308151,0.123105,3.337337,0.000000,1.554337
LINE670,0.000000,0.691237,0.220745,3.337333,0.000000,1.757657
LINE671,0.696480,-0.879940,0.000000,0.966541,0.000000,-1.561939
LINE672,0.894275,-0.879914,1.048663,3.337336,0.872672,1.237570
LINE673,0.000000,1.130894,0.000000,0.197290,0.000000,3.010794
LINE674,0.000000,3.199315,0.200888,3.338735,0.000000,-0.665660
LINE675,0.000000,1.508128,0.245530,3.338735,0.000000,4.673237
LINE676,0.000000,-0.353136,0.123105,3.337337,0.000000,1.554452
LINE677,0.000000,0.243899,0.220745,3.337333,0.000000,1.800617
LINE678,0.696480,-0.879940,0.000000,1.116074,0.000000,4.687451
LINE679,0.894275,-0.879914,1.048663,3.337336,0.872672,1.237570
LINE680,0.000000,3.060603,0.000000,3.060603,0.000000,3.237027
LINE681,0.000000,2.583564,0.200888,3.338735,0.000000,-1.330374
LINE682,0.000000,-0.347419,0.123105,3.337337,0.000000,1.548616
LINE683,0.000000,3.752507,0.220745,3.337333,0.000000,2.508995
LINE684,0.696480,-0.879940,0.000000,1.145192,0.000000,4.606095
LINE685,0.894275,-0.879914,1.048663,3.337336,0.872672,1.237570
LINE686,0.000000,-0.246080,0.123105,3.337337,0.000000,1.554785
LINE687,0.000000,-0.747484,0.220745,3.337333,0.000000,-1.456883
LINE688,0.696480,-0.879940,0.000000,1.051005,0.000000,4.592394
LINE689,0.000000,1.048055,0.000000,4.173781,0.451834,1.237574
LINE690,0.894275,-0.879914,1.048663,3.337336,0.420838,1.237566
LINE691,0.000000,-0.154774,0.123105,3.337337,0.000000,1.558552
LINE692,0.696480,-0.879940,0.000000,1.166811,0.000000,4.637988
LINE693,0.000000,1.073372,0.000000,4.197724,0.239207,1.237574
LINE694,0.000000,3.676226,0.000000,3.599729,0.212628,1.237574
LINE695,0.000000,-0.796921,0.182545,3.337330,0.000000,-1.287433
LINE696,0.894275,-0.879914,0.866118,3.337337,0.420838,1.237566
LINE697,0.000000,-0.362431,0.123105,3.337337,0.000000,1.549471
LINE698,0.696480,-0.879940,0.000000,0.922868,0.000000,4.443055
LINE699,0.000000,1.524384,0.000000,4.207111,0.239207,1.237574
LINE700,0.000000,1.364662,0.000000,-0.471483,0.212628,1.237574
LINE701,0.000000,3.857427,0.182545,3.337330,0.000000,4.664535
LINE702,0.894275,-0.879914,0.866118,3.337337,0.420838,1.237566
LINE703,0.000000,-0.292444,0.123105,3.337337,0.000000,1.552913
LINE704,0.696480,-0.879940,0.000000,0.856774,0.000000,4.614239
LINE705,0.000000,1.508268,0.000000,4.131616,0.239207,1.237574
LINE706,0.894275,-0.879914,0.866118,3.337337,0.420838,1.237566
LINE707,0.000000,2.840722,0.000000,2.353634,0.000000,4.269977
LINE708,0.000000,-0.273262,0.123105,3.337337,0.000000,1.552620
LINE709,0.696480,-0.879940,0.000000,0.895696,0.000000,4.591011
LINE710,0.000000,4.003930,0.000000,3.942137,0.239207,1.237574
LINE711,0.460046,-0.879901,0.866118,3.337337,0.420838,1.237566
LINE712,0.434230,-0.879929,0.000000,1.428675,0.000000,4.650924
LINE713,0.000000,2.768311,0.000000,2.156788,0.000000,4.334528
LINE714,0.000000,-0.410245,0.123105,3.337337,0.000000,1.552647
LINE715,0.696480,-0.879940,0.000000,0.889455,0.000000,4.596075
LINE716,0.000000,3.416509,0.000000,4.204446,0.239207,1.237574
LINE717,0.460046,-0.879901,0.866118,3.337337,0.420838,1.237566
LINE718,0.434230,-0.879929,0.000000,1.308734,0.000000,4.647810
LINE719,0.000000,2.758823,0.000000,2.454386,0.000000,4.358825
LINE720,0.000000,-0.455414,0.123105,3.337337,0.000000,1.562879
LINE721,0.696480,-0.879940,0.000000,0.856780,0.000000,4.602399
LINE722,0.000000,3.151695,0.000000,-1.001681,0.239207,1.237574
LINE723,0.460046,-0.879901,0.420335,3.337337,0.420838,1.237566
LINE724,0.000000,-0.189232,0.445783,3.337338,0.000000,2.671422
LINE725,0.434230,-0.879929,0.000000,1.527486,0.000000,4.665785
LINE726,0.000000,3.083907,0.000000,2.545836,0.000000,4.191004
LINE727,0.000000,-0.533012,0.123105,3.337337,0.000000,1.559628
LINE728,0.696480,-0.879940,0.000000,0.840910,0.000000,4.552545
LINE729,0.000000,3.449677,0.000000,-1.226502,0.239207,1.237574
LINE730,0.460046,-0.879901,0.420335,3.337337,0.420838,1.237566
LINE731,0.000000,-0.196799,0.445783,3.337338,0.000000,3.658531
LINE732,0.434230,-0.879929,0.000000,2.459129,0.000000,4.614324
LINE733,0.000000,2.709695,0.000000,2.486753,0.000000,4.333754
LINE734,0.000000,-0.556974,0.123105,3.337337,0.000000,1.524613
LINE735,0.696480,-0.879940,0.000000,0.728971,0.000000,4.605107
LINE736,0.000000,3.676671,0.000000,-0.195508,0.239207,1.237574
LINE737,0.460046,-0.879901,0.420335,3.337337,0.420838,1.237566
LINE738,0.000000,-0.198276,0.445783,3.337338,0.000000,3.319097
LINE739,0.434230,-0.879929,0.000000,2.424868,0.000000,4.644821
LINE740,0.000000,3.063374,0.000000,2.714208,0.000000,3.775482
LINE741,0.000000,-1.224353,0.123105,3.337337,0.000000,1.510778
LINE742,0.696480,-0.879940,0.000000,0.719486,0.000000,4.521455
LINE743,0.000000,3.549853,0.000000,4.356064,0.239207,1.237574
LINE744,0.460046,-0.879901,0.420335,3.337337,0.420838,1.237566
LINE745,0.000000,2.732118,0.220769,3.337338,0.000000,1.490317
LINE746,0.000000,-0.294061,0.225014,3.337338,0.000000,-1.507656
LINE747,0.434230,-0.879929,0.000000,1.472333,0.000000,4.494967
LINE748,0.000000,2.768051,0.000000,2.824819,0.000000,4.190284
LINE749,0.000000,-0.462291,0.123105,3.337337,0.000000,1.518880
LINE750,0.696480,-0.879940,0.000000,0.726593,0.000000,4.483173
LINE751,0.000000,3.607848,0.000000,4.021267,0.239207,1.237574
LINE752,0.460046,-0.879901,0.420335,3.337337,0.000000,1.552230
LINE753,0.000000,-0.707216,0.000000,4.061319,0.420838,1.237566
LINE754,0.000000,-0.910133,0.220769,3.337338,0.000000,1.528880
LINE755,0.000000,-0.201578,0.225014,3.337338,0.000000,4.708678
LINE756,0.434230,-0.879929,0.000000,2.016763,0.000000,4.606955
LINE757,0.000000,2.648572,0.000000,2.332734,0.000000,3.947958
LINE758,0.000000,1.724933,0.123105,3.337337,0.000000,4.660691
LINE759,0.696480,-0.879940,0.000000,0.649358,0.000000,4.529431
LINE760,0.000000,0.265678,0.000000,2.789685,0.239207,1.237574
LINE761,0.460046,-0.879901,0.420335,3.337337,0.000000,1.581497
LINE762,0.000000,-0.706268,0.000000,4.067195,0.420838,1.237566
LINE763,0.000000,-0.764885,0.225014,3.337338,0.000000,1.634320
LINE764,0.434230,-0.879929,0.000000,2.249206,0.000000,4.585810
LINE765,0.000000,2.797635,0.000000,2.283240,0.000000,4.122049
LINE766,0.000000,2.192765,0.123105,3.337337,0.000000,4.626269
LINE767,0.696480,-0.879940,0.000000,0.725541,0.000000,4.150700
LINE768,0.000000,-0.815789,0.000000,4.612978,0.239207,1.237574
LINE769,0.460046,-0.879901,0.420335,3.337337,0.000000,1.563864
LINE770,0.000000,-0.455971,0.000000,4.135712,0.221494,1.237567
LINE771,0.000000,-0.755331,0.000000,3.956383,0.199344,1.237566
LINE772,0.000000,0.196104,0.225014,3.337338,0.000000,4.359298
LINE773,0.434230,-0.879929,0.000000,2.371428,0.000000,4.587792
LINE774,0.000000,2.214217,0.000000,0.755246,0.000000,4.447334
